TradeMaximizer Version 1.4a
Options: ALLOW-DUMMIES LINEAR-PRIORITIES REQUIRE-COLONS REQUIRE-USERNAMES SHOW-MISSING SMALL-STEP=0 BIG-STEP=1

Input Checksum: 6575579fb1848a58172e4e399946712e
ERRORS:
**** Item %BONFIRE for user (ISKRANAPROCHY) is repeated in want list for 2619.
**** Item %DARWIN for user (JAGASTR) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %DARWIN for user (JAGASTR) is repeated in want list for 2275.
**** Item %DARWIN for user (JAGASTR) is repeated in want list for 2277.
**** Item %DARWIN for user (JAGASTR) is repeated in want list for 2285.
**** Item %DWERGAR for user (KUSIEN) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %FORGOTTEN_WATERS for user (MARTIXX) is repeated in want list for 1513.
**** Item %FROSTPUNK_ALL_IN for user (POLO15) is repeated in want list for 739.
**** Item %SMALL_WORLD for user (ROPSONIK) is repeated in want list for 1557.
**** Item %SMALL_WORLD for user (ROPSONIK) is repeated in want list for 1559.
**** Item %SMALL_WORLD for user (ROPSONIK) is repeated in want list for 1561.
**** Item %SMALL_WORLD for user (ROPSONIK) is repeated in want list for 1564.
**** Item %SMALL_WORLD for user (ROPSONIK) is repeated in want list for 1566.
**** Item 1483 is repeated in want list for 2094.
**** Item 1851 is repeated in want list for 820.
**** Item 1851 is repeated in want list for 869.
**** Item 1851 is repeated in want list for 870.
**** Item 1851 is repeated in want list for 871.
**** Item 1851 is repeated in want list for 872.
**** Item 1851 is repeated in want list for 875.
**** Item 1851 is repeated in want list for 879.
**** Item 1851 is repeated in want list for 987.
**** Item 1852 is repeated in want list for 869.
**** Item 1852 is repeated in want list for 870.
**** Item 1852 is repeated in want list for 871.
**** Item 1852 is repeated in want list for 872.
**** Item 1852 is repeated in want list for 875.
**** Item 1852 is repeated in want list for 879.
**** Item 1852 is repeated in want list for 987.
**** Item 1883 is repeated in want list for 820.
**** Item 197 is repeated in want list for 1236.
**** Item 1973 is repeated in want list for 1527.
**** Item 228 is repeated in want list for 869.
**** Item 228 is repeated in want list for 870.
**** Item 228 is repeated in want list for 871.
**** Item 228 is repeated in want list for 872.
**** Item 228 is repeated in want list for 875.
**** Item 228 is repeated in want list for 879.
**** Item 228 is repeated in want list for 987.
**** Item 2291 is repeated in want list for 2108.
**** Item 2496 is repeated in want list for 1236.
**** Item 326 is repeated in want list for 2094.
**** Item 351 is repeated in want list for 1236.
**** Item 432 is repeated in want list for 2215.
**** Item 855 is repeated in want list for 2094.
**** Item 878 is repeated in want list for %ROLL_PLAYER for user (JAGGA68).
**** Unknown item %1700438958179 for user (DGRODO) (2 occurrences)
**** Unknown item %BONFIRE_BONFIRE_TREES_CREATURES for user (GABENS29) (1 occurrence)
**** Unknown item %PANDEMIC_FALL_OF_ROME for user (KURUNIR) (1 occurrence)
**** Unknown item %THE_KING_IS_DEAD_SECOND_EDITION_THE_KING_IS_DEAD_BETRAY_PROMO_CARD for user (LEINADUS) (2 occurrences)
**** Unknown item 042 (1 occurrence)
**** Unknown item 1459 (16 occurrences)
**** Unknown item 1462 (4 occurrences)
**** Unknown item 1464 (1 occurrence)
**** Unknown item 1466 (4 occurrences)
**** Unknown item 1468 (50 occurrences)
**** Unknown item 1757 (11 occurrences)
**** Unknown item 1762 (13 occurrences)
**** Unknown item 1764 (4 occurrences)
**** Unknown item 1766 (8 occurrences)
**** Unknown item 1768 (11 occurrences)
**** Unknown item 2164 (8 occurrences)
**** Unknown item 2167 (6 occurrences)
**** Unknown item 2169 (2 occurrences)
**** Unknown item 2170 (30 occurrences)
**** Unknown item 2172 (29 occurrences)
**** Unknown item 2173 (31 occurrences)
**** Unknown item 2175 (44 occurrences)
**** Unknown item 2179 (48 occurrences)
**** Unknown item 2180 (29 occurrences)
**** Unknown item 2181 (5 occurrences)
**** Unknown item 2182 (7 occurrences)
**** Unknown item 2222 (73 occurrences)
**** Unknown item 2224 (31 occurrences)
**** Unknown item 2225 (39 occurrences)
**** Unknown item 2228 (61 occurrences)
**** Unknown item 2230 (6 occurrences)
**** Unknown item 2249 (45 occurrences)
**** Unknown item 2253 (18 occurrences)
**** Unknown item 2490 (39 occurrences)
**** Unknown item 2492 (1 occurrence)
**** Unknown item 2577 (1 occurrence)
**** Unknown item 2578 (60 occurrences)
**** Unknown item 2580 (16 occurrences)
**** Unknown item 2583 (25 occurrences)
**** Unknown item 2585 (29 occurrences)
**** Unknown item 2588 (2 occurrences)
**** Unknown item 2589 (2 occurrences)
**** Unknown item 2594 (31 occurrences)
**** Unknown item 2595 (14 occurrences)
**** Unknown item 2596 (38 occurrences)
**** Unknown item 308 (70 occurrences)
**** Unknown item 309 (6 occurrences)
**** Unknown item 310 (63 occurrences)
**** Unknown item 311 (5 occurrences)
**** Unknown item 312 (107 occurrences)
**** Unknown item 394 (33 occurrences)
**** Unknown item 559 (4 occurrences)

TRADE LOOPS (715 total trades):

(_SLY_) 451            receives (ANOPTICHTYS) 1614
(PATT23R) 1300                     does not trade
(PATT23R) 1301         receives (KOPEC) 1102           and sends to (SILLUE) 2117
(PATT23R) 1303                     does not trade
(PATT23R) 1305         receives (KARTMAN7) 592         and sends to (JACEKBARBER) 1348
(PAWELLOS) 347                     does not trade
(PAWELLOS) 348                     does not trade
(PAWLIK) 663           receives (MARUDA_24) 1052       and sends to (RYSKAL) 1152
(PAWLIK) 664           receives (MARUDA_24) 1049       and sends to (WUJEK2114) 1989
(PAWLIK) 665                       does not trade
(PAWLIK) 666                       does not trade
(PEPER777) 961                     does not trade
(PEPER777) 963         receives (UNKNOWN0) 459         and sends to (RYSKAL) 1154
(PEPER777) 964                     does not trade
(PEPER777) 966         receives (MIZIO) 1451           and sends to (PROPI) 1896
(PEPER777) 969         receives (KORPOREJSZYN) 1114    and sends to (RODAN77) 962
(PEPER777) 970                     does not trade
(PEPER777) 971                     does not trade
(PEPER777) 972         receives (RYSKAL) 1161          and sends to (PATRYKGALKA) 169
(PEPER777) 973                     does not trade
(PEPER777) 974                     does not trade
(PEPER777) 975                     does not trade
(PEPER777) 976         receives (SWIROFF) 887          and sends to (HRACHUBI) 64
(PEPER777) 977                     does not trade
(PEPER777) 978                     does not trade
(PESTEK91) 2623                    does not trade
(PESTEK91) 2626                    does not trade
(PESTEK91) 2628                    does not trade
(PIECHOTAK) 1640                   does not trade
(PIECHOTAK) 1641       receives (LOUREDPL) 844         and sends to (LISEK2000) 1568
(PIECHOTAK) 1642                   does not trade
(PIOTR1) 1030          receives (JAKUBWAKIEC) 677      and sends to (RYSKAL) 1145
(PIOTR1) 1031                      does not trade
(PIOTR1) 2050                      does not trade
(PIZZACHIP) 749                    does not trade
(PIZZACHIP) 750        receives (XENIR) 692            and sends to (WARENHARI) 928
(PIZZACHIP) 751                    does not trade
(PIZZACHIP) 753                    does not trade
(PIZZACHIP) 754                    does not trade
(PIZZACHIP) 755                    does not trade
(PIZZACHIP) 757        receives (KALAY) 670            and sends to (DOCIA) 2606
(PIZZACHIP) 758                    does not trade
(PIZZACHIP) 759        receives (DOCIA) 2606           and sends to (PATRYKGALKA) 1190
(PIZZACHIP) 760                    does not trade
(PIZZACHIP) 761                    does not trade
(PIZZACHIP) 762                    does not trade
(PIZZACHIP) 982        receives (WUJEK2114) 1989       and sends to (JACEKBARBER) 1041
(PLOMYK_) 1025                     does not trade
(PLOMYK_) 1026                     does not trade
(PLOMYK_) 1027                     does not trade
(PLOMYK_) 1028         receives (RAZUL) 2154           and sends to (RUTRA1992) 1293
(PLOMYK_) 1029                     does not trade
(POLO15) 1949                      does not trade
(POLO15) 2039                      does not trade
(POLO15) 723                       does not trade
(POLO15) 724           receives (PANCOR) 2424          and sends to (BARTP) 916
(POLO15) 725                       does not trade
(POLO15) 726                       does not trade
(POLO15) 727           receives (SZUTEK) 819           and sends to (BIGBADSHEEP) 1668
(POLO15) 728           receives (MIDNIGHTJACK) 2485    and sends to (SWONICK) 1847
(POLO15) 729           receives (ENDZITREBRON) 1448    and sends to (GARG) 1372
(POLO15) 731           receives (BAAKA) 354            and sends to (BRILLOWSKI) 1784
(POLO15) 732           receives (STONEROCK) 871        and sends to (KLANCYG) 1908
(POLO15) 733                       does not trade
(POLO15) 735           receives (KRASNY853) 2200       and sends to (LUKASHI) 610
(POLO15) 737           receives (PAGA54) 954           and sends to (M1SHA) 943
(POLO15) 739                       does not trade
(POLO15) 740           receives (ALUCARD8282) 990      and sends to (PANDORZECZA) 1591
(POLO15) 743           receives (KORPOREJSZYN) 1119    and sends to (KOMIX) 1600
(POLO15) 745           receives (NOSIADBT1100) 2343    and sends to (KARTMAN7) 587
(POLO15) 746                       does not trade
(POLO15) 747                       does not trade
(POLO15) 748                       does not trade
(POLO15) 752                       does not trade
(PONIEWAZ) 2438        receives (SWIROFF) 885          and sends to (LISEK2000) 1541
(PONIEWAZ) 2442                    does not trade
(PONIEWAZ) 2443        receives (MARKOO) 2587          and sends to (PANCOR) 2458
(PONIEWAZ) 2445                    does not trade
(PONIEWAZ) 2448                    does not trade
(PROBBI) 1475                      does not trade
(PROBBI) 1476          receives (FREYA2226) 2004       and sends to (MARTIXX) 1513
(PROBBI) 1477                      does not trade
(PROBBI) 1872          receives (PANODDJOB00) 1809     and sends to (ALUCARD8282) 991
(PROPI) 1168           receives (JOANNAALICJA) 294     and sends to (FPS_PYZ) 1708
(PROPI) 1306                       does not trade
(PROPI) 1896           receives (PEPER777) 966         and sends to (FREYA2226) 2011
(PROPI) 2372                       does not trade
(PROPI) 410                        does not trade
(PROPI) 412            receives (KIVU) 980             and sends to (MZEPTER) 1495
(PROPI) 414            receives (QUEZZLE) 313          and sends to (BLEBOK) 851
(PROPI) 415                        does not trade
(PROPI) 418                        does not trade
(PROPI) 421            receives (PANCOR) 2405          and sends to (APRIEL) 849
(PRZEMEK920) 1238      receives (RALFMARK) 1760        and sends to (KALAY) 736
(PRZEMEK920) 1323                  does not trade
(PRZEMEK920) 1412                  does not trade
(PUSHEENEIRO) 2493     receives (VOYDEN) 134           and sends to (TH13TEEN) 1339
(PUSHEENEIRO) 2494                 does not trade
(PUSHEENEIRO) 2495                 does not trade
(PUSHEENEIRO) 2496     receives (PATRYKGALKA) 172      and sends to (PATRYKGALKA) 93
(PUSHEENEIRO) 2497     receives (GARG) 1381            and sends to (KARTMAN7) 591
(PUSHEENEIRO) 2498                 does not trade
(PUSHEENEIRO) 803                  does not trade
(PUSHEENEIRO) 804      receives (SWONICK) 1769         and sends to (ZAWATERNIOK) 292
(PUSHEENEIRO) 805                  does not trade
(PUSHEENEIRO) 806      receives (ANIAW89) 484          and sends to (DENINIS) 501
(PUSHEENEIRO) 807                  does not trade
(PUSHEENEIRO) 808                  does not trade
(PUSHEENEIRO) 809                  does not trade
(PUSHEENEIRO) 810                  does not trade
(PUSHEENEIRO) 811                  does not trade
(PUSHEENEIRO) 812                  does not trade
(PUSHEENEIRO) 813      receives (JENNY70) 2245         and sends to (SZUTEK) 819
(PUSHEENEIRO) 814                  does not trade
(PUSHEENEIRO) 821                  does not trade
(PUSHEENEIRO) 823      receives (GRUNWALD) 488         and sends to (ANOPTICHTYS) 1614
(PUSHEENEIRO) 824                  does not trade
(PUSHEENEIRO) 825      receives (ITSTHISGUYAGAIN) 1224 and sends to (ARAS_SWAJ) 2075
(PUSHEENEIRO) 826                  does not trade
(PUSHEENEIRO) 827      receives (SHAKQ) 2340           and sends to (KOMIX) 1602
(PUSHEENEIRO) 832      receives (TOPBGG) 1852          and sends to (PANCOR) 2421
(PUSHEENEIRO) 833      receives (UNKNOWN0) 458         and sends to (SHAKQ) 2341
(PUSHEENEIRO) 834      receives (LASSE LINDSTROM) 2142 and sends to (ITSTHISGUYAGAIN) 1228
(PUSHEENEIRO) 835      receives (_SLY_) 451            and sends to (JAGASTR) 2293
(PUSHEENEIRO) 836      receives (VOYDEN) 140           and sends to (SWONICK) 1861
(PUSHEENEIRO) 837      receives (MGRAJCAREK) 392       and sends to (PATRYKGALKA) 82
(QBALDUS1) 1580                    does not trade
(QRZY88) 1414                      does not trade
(QRZY88) 1416          receives (GABENS29) 209         and sends to (KOMIX) 1590
(QRZY88) 1417                      does not trade
(QRZY88) 1418          receives (LATERIO) 1952         and sends to (COMFORT EAGLE) 863
(QUEZZLE) 1569         receives (ADMI99) 224           and sends to (BLEBOK) 828
(QUEZZLE) 313          receives (PATRYKGALKA) 162      and sends to (PROPI) 414
(QUEZZLE) 314          receives (SZCZEPAN89) 8         and sends to (VDER) 2107
(RAFMIX) 764           receives (BART HENRY) 2197      and sends to (SCRABER) 326
(RAFMIX) 765                       does not trade
(RAFMIX) 766                       does not trade
(RAFMIX) 767           receives (OSTRY) 194            and sends to (BUKIMI) 1069
(RAFMIX) 769           receives (STOICKOV) 98          and sends to (FREYA2226) 2007
(RAFMIX) 770           receives (COMFORT EAGLE) 861    and sends to (FREYA2226) 2005
(RAFMIX) 771                       does not trade
(RAFMIX) 772                       does not trade
(RAFMIX) 773           receives (RHINO055) 2198        and sends to (ALUCARD8282) 990
(RAFMIX) 774           receives (LISEK2000) 1532       and sends to (FREYA2226) 2004
(RAFMIX) 775           receives (BADO666) 1016         and sends to (PATRYKGALKA) 15
(RAFMIX) 782           receives (BARTMAN71) 1713       and sends to (SCRABER) 981
(RAFMIX) 955                       does not trade
(RAISTLINJEDYNY) 1235              does not trade
(RAISTLINJEDYNY) 1244              does not trade
(RAISTLINJEDYNY) 1245              does not trade
(RAISTLINJEDYNY) 1246  receives (MARUDA_24) 1053       and sends to (ZAWATERNIOK) 297
(RAISTLINJEDYNY) 1247              does not trade
(RAISTLINJEDYNY) 1249  receives (WAGNER123) 397        and sends to (WOOL_F) 2377
(RAISTLINJEDYNY) 1250  receives (GRIMCLASH) 1222       and sends to (YACSZUR) 2350
(RALFMARK) 1759                    does not trade
(RALFMARK) 1760        receives (MONIAAA) 289          and sends to (PRZEMEK920) 1238
(RALFMARK) 1761                    does not trade
(RALFMARK) 1763                    does not trade
(RALFMARK) 1765                    does not trade
(RALFMARK) 1767        receives (RUTRA1992) 1297       and sends to (BOGAS_9) 1657
(RALFMARK) 1774        receives (DOCIA) 2608           and sends to (WAGNER123) 397
(RALFMARK) 1775        receives (PAROOS) 1548          and sends to (KOMIX) 1597
(RALFMARK) 1776                    does not trade
(RALFMARK) 1777                    does not trade
(RALFMARK) 1780                    does not trade
(RAPHAELL7) 1194                   does not trade
(RAPHAELL7) 1195                   does not trade
(RAPHAELL7) 1196                   does not trade
(RAPHAELL7) 1197                   does not trade
(RAPHAELL7) 1198                   does not trade
(RAPHAELL7) 1199                   does not trade
(RAPHAELL7) 1200                   does not trade
(RAPHAELL7) 1201                   does not trade
(RAPHAELL7) 1202                   does not trade
(RAPHAELL7) 1203                   does not trade
(RAPHAELL7) 1204                   does not trade
(RAPHAELL7) 1205                   does not trade
(RAPHAELL7) 1206                   does not trade
(RAPHAELL7) 1207                   does not trade
(RAPHAELL7) 1208                   does not trade
(RAZUL) 2134                       does not trade
(RAZUL) 2135                       does not trade
(RAZUL) 2136                       does not trade
(RAZUL) 2137                       does not trade
(RAZUL) 2138                       does not trade
(RAZUL) 2141                       does not trade
(RAZUL) 2145           receives (APRIEL) 906           and sends to (YOSEK) 243
(RAZUL) 2147                       does not trade
(RAZUL) 2149           receives (KUSIEN) 1265          and sends to (YOORECK) 376
(RAZUL) 2151                       does not trade
(RAZUL) 2154           receives (KROMKA) 539           and sends to (PLOMYK_) 1028
(RAZUL) 2156                       does not trade
(RAZUL) 2157                       does not trade
(RAZUL) 2158                       does not trade
(RAZUL) 2159                       does not trade
(RAZUL) 2160           receives (VOYDEN) 128           and sends to (ANOPTICHTYS) 1618
(RAZUL) 2161                       does not trade
(RAZUL) 2162                       does not trade
(RAZUL) 2163           receives (MIKOLAJ1110) 1555     and sends to (BORYSX) 1083
(RAZUL) 2165                       does not trade
(RAZUL) 2168                       does not trade
(RAZUL) 2171           receives (VOYDEN) 146           and sends to (JIMI_) 1813
(RAZUL) 2174                       does not trade
(RAZUL) 2176                       does not trade
(REEVS) 2560           receives (KROMKA) 526           and sends to (YOSZ) 1863
(REEVS) 2561                       does not trade
(REEVS) 2562                       does not trade
(REEVS) 2563                       does not trade
(REEVS) 2564                       does not trade
(REEVS) 2565                       does not trade
(REEVS) 2566           receives (ANOPTICHTYS) 2554     and sends to (KOMIX) 1601
(REEVS) 2567           receives (JEDREK) 2316          and sends to (PANODDJOB00) 1807
(REEVS) 2568           receives (UNKNOWN0) 465         and sends to (KOPEC) 1105
(REEVS) 2569                       does not trade
(REEVS) 2570                       does not trade
(REEVS) 2571           receives (AURELIX85) 1290       and sends to (SHAKQ) 2340
(REEVS) 2572                       does not trade
(REEVS) 2574                       does not trade
(REEVS) 2575                       does not trade
(REEVS) 2576                       does not trade
(REIGNX) 2292          receives (NEDENO) 630           and sends to (PATRYKGALKA) 52
(REIGNX) 2298          receives (TOPBGG) 1846          and sends to (TOPBGG) 1852
(RENEG8D) 2187         receives (LISEK2000) 1529       and sends to (XEROPHINE) 1934
(RENEG8D) 667                      does not trade
(RENEG8D) 668                      does not trade
(RENEG8D) 669                      does not trade
(RENEG8D) 672                      does not trade
(RENEG8D) 673                      does not trade
(RENEG8D) 674                      does not trade
(RENEG8D) 675                      does not trade
(RENEG8D) 680                      does not trade
(RENEG8D) 683                      does not trade
(RENEG8D) 684                      does not trade
(RENEG8D) 763          receives (KORPOREJSZYN) 1108    and sends to (MARUDA_24) 1053
(RENEG8D) 768                      does not trade
(RENEG8D) 800                      does not trade
(RENEG8D) 801                      does not trade
(RENEG8D) 802                      does not trade
(REVACHOLIAN) 1130                 does not trade
(REVACHOLIAN) 1131                 does not trade
(REVACHOLIAN) 1268     receives (PANCOR) 2309          and sends to (ASPENNR) 286
(REVACHOLIAN) 548      receives (PANDORZECZA) 1591     and sends to (KONRADSTPN) 281
(REVACHOLIAN) 549      receives (ATRAPANTHERA) 847     and sends to (MAAATI) 950
(REVACHOLIAN) 550      receives (KAMINOINNOCENT) 1993  and sends to (WOOL_F) 2398
(REVACHOLIAN) 551      receives (TRINGA) 633           and sends to (AURELIX85) 1290
(REVACHOLIAN) 552                  does not trade
(REVACHOLIAN) 553                  does not trade
(RFLA) 322                         does not trade
(RFLA) 324                         does not trade
(RFLA) 325                         does not trade
(RFLA) 327             receives (FYEI) 2559            and sends to (LATERIO) 1944
(RFLA) 329                         does not trade
(RFLA) 330                         does not trade
(RHINO055) 1882                    does not trade
(RHINO055) 1883        receives (DENINIS) 525          and sends to (BART HENRY) 2284
(RHINO055) 1884                    does not trade
(RHINO055) 2191                    does not trade
(RHINO055) 2194                    does not trade
(RHINO055) 2195                    does not trade
(RHINO055) 2198        receives (TRINGA) 1127          and sends to (RAFMIX) 773
(RHINO055) 2201        receives (ENDZITREBRON) 1447    and sends to (OSTRY) 194
(RHINO055) 2215                    does not trade
(RHINO055) 2219                    does not trade
(RHINO055) 2220                    does not trade
(ROBAL) 1573                       does not trade
(ROBAL) 1575                       does not trade
(ROBAL) 1578           receives (LEINADUS) 609         and sends to (BAARTOSZZ) 2352
(ROBAL) 1579                       does not trade
(RODAN77) 1132         receives (LISEK2000) 1550       and sends to (SWIROFF) 922
(RODAN77) 1186                     does not trade
(RODAN77) 1312         receives (BREGORZ) 1420         and sends to (ROPSONIK) 1559
(RODAN77) 956          receives (KERUKR) 2017          and sends to (BAAKA) 356
(RODAN77) 957          receives (ITSTHISGUYAGAIN) 1228 and sends to (WARENHARI) 472
(RODAN77) 958                      does not trade
(RODAN77) 959                      does not trade
(RODAN77) 960                      does not trade
(RODAN77) 962          receives (PEPER777) 969         and sends to (SILLUE) 2113
(ROPSONIK) 1538                    does not trade
(ROPSONIK) 1543                    does not trade
(ROPSONIK) 1546                    does not trade
(ROPSONIK) 1552                    does not trade
(ROPSONIK) 1557                    does not trade
(ROPSONIK) 1558                    does not trade
(ROPSONIK) 1559        receives (RODAN77) 1312         and sends to (PAROOS) 2009
(ROPSONIK) 1561                    does not trade
(ROPSONIK) 1562        receives (OSTRY) 191            and sends to (KLANCYG) 1919
(ROPSONIK) 1563                    does not trade
(ROPSONIK) 1564        receives (KERUKR) 2012          and sends to (TRINGA) 633
(ROPSONIK) 1565        receives (STOICKOV) 78          and sends to (MUDIABC) 1241
(ROPSONIK) 1566                    does not trade
(ROPSONIK) 1567                    does not trade
(RUDOWLOSA) 616                    does not trade
(RUDOWLOSA) 617                    does not trade
(RUSTY3000) 703                    does not trade
(RUTRA1992) 1292       receives (MIZIO) 1455           and sends to (KONRADSTPN) 2641
(RUTRA1992) 1293       receives (PLOMYK_) 1028         and sends to (SWIROFF) 895
(RUTRA1992) 1294                   does not trade
(RUTRA1992) 1295       receives (LATERIO) 1944         and sends to (BRILLOWSKI) 1794
(RUTRA1992) 1296                   does not trade
(RUTRA1992) 1297       receives (MTNW) 1282            and sends to (RALFMARK) 1767
(RUTRA1992) 1298                   does not trade
(RYSKA) 1032                       does not trade
(RYSKA) 1033           receives (VDER) 2096            and sends to (RYSKAL) 1147
(RYSKA) 1034           receives (PATRYKGALKA) 117      and sends to (BARTP) 923
(RYSKA) 1035                       does not trade
(RYSKA) 1042                       does not trade
(RYSKA) 1043           receives (FLIEGEN) 1001         and sends to (KARTMAN7) 983
(RYSKA) 1044                       does not trade
(RYSKA) 1692                       does not trade
(RYSKA) 1699                       does not trade
(RYSKAL) 1140                      does not trade
(RYSKAL) 1141                      does not trade
(RYSKAL) 1142          receives (DENINIS) 493          and sends to (CORRAN) 437
(RYSKAL) 1143                      does not trade
(RYSKAL) 1144                      does not trade
(RYSKAL) 1145          receives (PIOTR1) 1030          and sends to (PANODDJOB00) 1809
(RYSKAL) 1146                      does not trade
(RYSKAL) 1147          receives (RYSKA) 1033           and sends to (LISEK2000) 1574
(RYSKAL) 1148          receives (JIMI_) 1813           and sends to (PATRYKGALKA) 118
(RYSKAL) 1149          receives (MZEPTER) 1497         and sends to (OSTRY) 191
(RYSKAL) 1150                      does not trade
(RYSKAL) 1151                      does not trade
(RYSKAL) 1152          receives (PAWLIK) 663           and sends to (SZAFARCZYK5) 293
(RYSKAL) 1153                      does not trade
(RYSKAL) 1154          receives (PEPER777) 963         and sends to (MACCOWY) 1899
(RYSKAL) 1155                      does not trade
(RYSKAL) 1156                      does not trade
(RYSKAL) 1157                      does not trade
(RYSKAL) 1158                      does not trade
(RYSKAL) 1159                      does not trade
(RYSKAL) 1160          receives (ADMI99) 219           and sends to (GARG) 1381
(RYSKAL) 1161          receives (GRUNWALD) 487         and sends to (PEPER777) 972
(RYSKAL) 1162                      does not trade
(RYSKAL) 1163          receives (CORQAN) 284           and sends to (KURUNIR) 690
(RYSKAL) 1164                      does not trade
(RYSKAL) 1165                      does not trade
(RYSKAL) 1166                      does not trade
(RYSKAL) 1167                      does not trade
(RYSKAL) 1302                      does not trade
(RYSKAL) 1304                      does not trade
(RYSKAL) 156                       does not trade
(RYSKAL) 157                       does not trade
(RYSKAL) 158                       does not trade
(RYSKAL) 2189                      does not trade
(SAWMODY) 334                      does not trade
(SAWMODY) 349          receives (KORPOREJSZYN) 1121    and sends to (VORONWE) 894
(SAYMONRYBNIK) 876                 does not trade
(SCRABER) 1011                     does not trade
(SCRABER) 1012                     does not trade
(SCRABER) 1013         receives (KRYSTEK) 713          and sends to (JAGGA68) 1838
(SCRABER) 2127                     does not trade
(SCRABER) 2132                     does not trade
(SCRABER) 2133                     does not trade
(SCRABER) 319                      does not trade
(SCRABER) 320                      does not trade
(SCRABER) 321                      does not trade
(SCRABER) 326          receives (RAFMIX) 764           and sends to (FURAN) 857
(SCRABER) 662          receives (FREYA2226) 2007       and sends to (MICHALPOLSKA) 371
(SCRABER) 981          receives (RAFMIX) 782           and sends to (UNKNOWN0) 450
(SHADOWA) 1965                     does not trade
(SHADOWA) 1966                     does not trade
(SHADOWA) 1967                     does not trade
(SHADOWA) 1968                     does not trade
(SHADOWA) 1970                     does not trade
(SHADOWA) 1971                     does not trade
(SHADOWA) 1972                     does not trade
(SHADOWA) 1973         receives (UNKNOWN0) 457         and sends to (MIKOLAJ1110) 1527
(SHAKQ) 2334           receives (PALMEREX) 1814        and sends to (GRZECHOO104) 2047
(SHAKQ) 2335                       does not trade
(SHAKQ) 2336                       does not trade
(SHAKQ) 2337                       does not trade
(SHAKQ) 2338                       does not trade
(SHAKQ) 2339                       does not trade
(SHAKQ) 2340           receives (REEVS) 2571           and sends to (PUSHEENEIRO) 827
(SHAKQ) 2341           receives (PUSHEENEIRO) 833      and sends to (VOYDEN) 146
(SHAKQ) 2345                       does not trade
(SILLUE) 2110                      does not trade
(SILLUE) 2112                      does not trade
(SILLUE) 2113          receives (RODAN77) 962          and sends to (STOICKOV) 78
(SILLUE) 2114                      does not trade
(SILLUE) 2117          receives (PATT23R) 1301         and sends to (CIUPAKABRA997) 238
(SIMON_99) 1744                    does not trade
(SIMON_99) 1745                    does not trade
(SIMON_99) 1747                    does not trade
(SIMON_99) 1748                    does not trade
(SIMON_99) 1749                    does not trade
(SIMON_99) 1751                    does not trade
(SIPIO) 1676           receives (FPS_PYZ) 2033         and sends to (JACEKBARBER) 1038
(SIPIO) 1678                       does not trade
(SIPIO) 1679           receives (MADZIALENA7) 2092     and sends to (PANCOR) 2295
(SIPIO) 1680                       does not trade
(SIPIO) 1681                       does not trade
(SIPIO) 1682           receives (FLIEGEN) 1002         and sends to (ADMI99) 223
(SIPIO) 1686                       does not trade
(SIPIO) 1687                       does not trade
(SKOTI) 1897           receives (JAGASTR) 2287         and sends to (PANDORZECZA) 1521
(SPINAKER21) 1219                  does not trade
(STACHU772) 1062                   does not trade
(STACHU772) 1746                   does not trade
(STACHUSTACH187) 1133              does not trade
(STACHUSTACH187) 1136  receives (KROMKA) 524           and sends to (SWONICK) 1769
(STACHUSTACH187) 1531              does not trade
(STASZEK) 1683                     does not trade
(STASZEK) 1685                     does not trade
(STASZEK) 1688                     does not trade
(STASZEK) 1689                     does not trade
(STASZEK) 1690                     does not trade
(STASZEK) 1691                     does not trade
(STASZEK) 1693                     does not trade
(STASZEK) 1694                     does not trade
(STASZEK) 1695                     does not trade
(STASZEK) 1696                     does not trade
(STASZEK) 1697                     does not trade
(STASZEK) 1698                     does not trade
(STASZEK) 2614                     does not trade
(STASZEK) 2616         receives (PALMEREX) 1879        and sends to (KERUKR) 2017
(STILICHON) 355                    does not trade
(STILICHON) 358                    does not trade
(STILICHON) 360                    does not trade
(STILICHON) 362                    does not trade
(STILICHON) 365                    does not trade
(STOICKOV) 101                     does not trade
(STOICKOV) 65                      does not trade
(STOICKOV) 78          receives (SILLUE) 2113          and sends to (ROPSONIK) 1565
(STOICKOV) 92                      does not trade
(STOICKOV) 98          receives (MORMAKILL) 84         and sends to (RAFMIX) 769
(STONEROCK) 869                    does not trade
(STONEROCK) 870                    does not trade
(STONEROCK) 871        receives (BUKIMI) 1076          and sends to (POLO15) 732
(STONEROCK) 872                    does not trade
(STONEROCK) 875        receives (MARCINGIELEWSKI) 1094 and sends to (TAMARAPL) 1126
(STONEROCK) 879                    does not trade
(STONEROCK) 987                    does not trade
(SVVITALEK) 1454                   does not trade
(SVVITALEK) 1458                   does not trade
(SVVITALEK) 1460                   does not trade
(SVVITALEK) 730                    does not trade
(SVVITALEK) 738                    does not trade
(SVVITALEK) 741                    does not trade
(SVVITALEK) 744                    does not trade
(SWIROFF) 1248                     does not trade
(SWIROFF) 883                      does not trade
(SWIROFF) 884                      does not trade
(SWIROFF) 885          receives (ANIAW89) 478          and sends to (PONIEWAZ) 2438
(SWIROFF) 886          receives (ALUCARD8282) 992      and sends to (JACEKBARBER) 1352
