TradeMaximizer Version 1.4a
Options: ALLOW-DUMMIES LINEAR-PRIORITIES REQUIRE-COLONS REQUIRE-USERNAMES SHOW-MISSING SMALL-STEP=0 BIG-STEP=1

Input Checksum: f6e88476f9631b17f39845b97282611e
ERRORS:
**** Item %AEON_S_END_THE_NEW_AGE for user (PATRYKGALKA) is repeated in want list for 139.
**** Item %AEON_S_END_THE_NEW_AGE for user (PATRYKGALKA) is repeated in want list for 1665.
**** Item %CHARTERSTONE for user (CIUPAKABRA997) is repeated in want list for 540.
**** Item %CHARTERSTONE_CHARTERSTONE_RECHARGE_PACK for user (CIUPAKABRA997) is repeated in want list for 540.
**** Item %GRAND_AUSTRIA_HOTEL for user (JACEKBARBER) is repeated in want list for 1124.
**** Item %LUNA_CAPITAL for user (JACEKBARBER) is repeated in want list for 1117.
**** Item %MERCHANTS_OF_THE_DARK_ROAD for user (JACEKBARBER) is repeated in want list for 1124.
**** Item %NIDAVELLIR for user (JACEKBARBER) is repeated in want list for 1117.
**** Item %SEASONS for user (ROGATUSIEK) contains item 783 sender from the same user ((ROGATUSIEK))
**** Item 1622 is repeated in want list for 362.
**** Item 302 is repeated in want list for 1376.
**** Item 302 is repeated in want list for 1378.
**** Item 358 is repeated in want list for 212.
**** Item 515 is repeated in want list for 199.
**** Item 55 is repeated in want list for 273.
**** Item 55 is repeated in want list for 274.
**** Unknown item %SUSHI_GO for user (NOT2NIGHT) (1 occurrence)
**** Unknown item %THE_LORD_OF_THE_RINGS_JOURNEYS_IN_MIDDLE_EARTH_SHADOWED_PATHS_EXPANSION for user (LUKI1235) (2 occurrences)
**** Unknown item 100 (4 occurrences)
**** Unknown item 104 (21 occurrences)
**** Unknown item 112 (3 occurrences)
**** Unknown item 114 (2 occurrences)
**** Unknown item 115 (6 occurrences)
**** Unknown item 1624 (30 occurrences)
**** Unknown item 1625 (31 occurrences)
**** Unknown item 1634 (33 occurrences)
**** Unknown item 1644 (8 occurrences)
**** Unknown item 1645 (1 occurrence)
**** Unknown item 1646 (4 occurrences)
**** Unknown item 1647 (31 occurrences)
**** Unknown item 1648 (1 occurrence)
**** Unknown item 1649 (3 occurrences)
**** Unknown item 1651 (12 occurrences)
**** Unknown item 175 (4 occurrences)
**** Unknown item 178 (10 occurrences)
**** Unknown item 198 (2 occurrences)
**** Unknown item 202 (44 occurrences)
**** Unknown item 206 (1 occurrence)
**** Unknown item 210 (1 occurrence)
**** Unknown item 2227 (1 occurrence)
**** Unknown item 261306 (1 occurrence)
**** Unknown item 371 (22 occurrences)
**** Unknown item 373 (29 occurrences)
**** Unknown item 374 (2 occurrences)
**** Unknown item 376 (1 occurrence)
**** Unknown item 377 (3 occurrences)
**** Unknown item 568 (11 occurrences)
**** Unknown item 613 (90 occurrences)
**** Unknown item 735 (5 occurrences)
**** Unknown item 76 (8 occurrences)
**** Unknown item 77 (7 occurrences)
**** Unknown item 78 (2 occurrences)
**** Unknown item 79 (3 occurrences)
**** Unknown item 80 (3 occurrences)
**** Unknown item 81 (3 occurrences)
**** Unknown item 82 (3 occurrences)
**** Unknown item 83 (3 occurrences)
**** Unknown item 84 (5 occurrences)
**** Unknown item 89 (17 occurrences)
**** Unknown item 90 (9 occurrences)
**** Unknown item 91 (2 occurrences)
**** Unknown item 92 (6 occurrences)
**** Unknown item 93 (4 occurrences)
**** Unknown item 95 (1 occurrence)
**** Unknown item 96 (20 occurrences)
**** Unknown item 97 (66 occurrences)
**** Unknown item 98 (16 occurrences)

TRADE LOOPS (323 total trades):
(PIVNITZ) 255                      does not trade
(PIVNITZ) 518          receives (JACEKBARBER) 1117     and sends to (MAMCZAR63) 995
(PKOT80) 193                       does not trade
(PKOT80) 199           receives (JOLLYROGER90) 1605    and sends to (PATRYKGALKA) 188
(PKOT80) 204                       does not trade
(PKOT80) 212                       does not trade
(POKET) 1296                       does not trade
(POKET) 1297                       does not trade
(POKET) 1298           receives (BUKIMI) 548           and sends to (WLSB) 1511
(POKET) 1301                       does not trade
(POKET) 1302                       does not trade
(POKET) 1516                       does not trade
(POKET) 1541                       does not trade
(POKET) 1550                       does not trade
(PROBBI) 106                       does not trade
(PROBBI) 107                       does not trade
(PROBBI) 108           receives (TRINGA) 161           and sends to (WOJTOLINO) 1469
(PROBBI) 109                       does not trade
(PROBBI) 110           receives (UNKNOWN0) 295         and sends to (PANODDJOB00) 587
(PROBBI) 111                       does not trade
(PROBBI) 113                       does not trade
(PROPI) 1183                       does not trade
(PROPI) 498                        does not trade
(PROPI) 499                        does not trade
(PROPI) 500                        does not trade
(PROPI) 502                        does not trade
(PROPI) 508            receives (CASONPL) 1013         and sends to (PIOTRBORLIK) 514
(PROPI) 509                        does not trade
(PRZEMEK920) 889                   does not trade
(PUASHEY90) 537                    does not trade
(PUASHEY90) 538                    does not trade
(PUASHEY90) 539        receives (NIDHOG) 916           and sends to (CWIKS) 1419
(QBALDUS1) 1446                    does not trade
(QBALDUS1) 1448                    does not trade
(QBALDUS1) 1449                    does not trade
(QBALDUS1) 1452        receives (ROGATUSIEK) 784       and sends to (PATRYKGALKA) 141
(QRZY88) 375                       does not trade
(RAFMIX) 1115                      does not trade
(RAFMIX) 1330                      does not trade
(RAFMIX) 494                       does not trade
(RAFMIX) 496           receives (ANIAW89) 320          and sends to (UNKNOWN0) 297
(RAFMIX) 511           receives (PATT23R) 1221         and sends to (SYDONIAA) 13
(RAFMIX) 512           receives (SHAKQ) 1095           and sends to (ANIASIEK) 1611
(RAFMIX) 513                       does not trade
(RAFMIX) 515                       does not trade
(RAGGEN) 473                       does not trade
(RAGGEN) 474                       does not trade
(RAGGEN) 475                       does not trade
(RAGI74) 947                       does not trade
(RAGI74) 948                       does not trade
(RAGI74) 949                       does not trade
(RAGI74) 950           receives (WAGNER123) 275        and sends to (MISIENCJUSZ) 279
(RAGI74) 952           receives (COEN098) 1636         and sends to (WINSTER) 1212
(RAGI74) 953                       does not trade
(RAGI74) 955                       does not trade
(RAGI74) 957                       does not trade
(RAGI74) 960                       does not trade
(RAGI74) 962                       does not trade
(RAGI74) 963                       does not trade
(RAGI74) 964                       does not trade
(RAGI74) 966                       does not trade
(RAGI74) 967           receives (ANIAW89) 322          and sends to (FLAMASTER444) 395
(RAGI74) 968                       does not trade
(RAGI74) 969                       does not trade
(RAGI74) 970                       does not trade
(RAGI74) 971                       does not trade
(RAGI74) 973                       does not trade
(RAGI74) 974                       does not trade
(RAGI74) 975           receives (PANCOR) 1705          and sends to (PEPER777) 698
(RALFMARK) 1307                    does not trade
(RALFMARK) 1308                    does not trade
(RALFMARK) 1309        receives (BAGESE) 612           and sends to (ANIAW89) 322
(RALFMARK) 1310        receives (PANCOR) 1695          and sends to (_SLY_) 598
(RALFMARK) 1312                    does not trade
(RALFMARK) 1313        receives (PIECHU) 941           and sends to (ANOPTICHTYS) 1008
(RALFMARK) 1314        receives (JAKUBWAKIEC) 657      and sends to (BLEBOK) 913
(RALFMARK) 1316                    does not trade
(RALFMARK) 1318                    does not trade
(RALFMARK) 1320                    does not trade
(RAPHAELL7) 1230                   does not trade
(RAPHAELL7) 1231                   does not trade
(RAPHAELL7) 1232                   does not trade
(RAPHAELL7) 1233                   does not trade
(RAPHAELL7) 1234                   does not trade
(RAPHAELL7) 1235                   does not trade
(RAPHAELL7) 1236                   does not trade
(RAPHAELL7) 1237                   does not trade
(RAPHAELL7) 1238                   does not trade
(RAZUL) 1626                       does not trade
(RAZUL) 1628           receives (KMET) 527             and sends to (GREENGOO71) 766
(RAZUL) 1629                       does not trade
(RAZUL) 1630                       does not trade
(RAZUL) 1631           receives (UNKNOWN0) 293         and sends to (WOJTOLINO) 1473
(RAZUL) 1632           receives (FREYA2226) 879        and sends to (CIUPAKABRA997) 540
(RAZUL) 1633           receives (NIEDZIELNYPIONEK) 846 and sends to (MAJZOWNIK) 834
(RAZUL) 1635                       does not trade
(RAZUL) 1638           receives (KONTRABAS) 737        and sends to (PANCOR) 1705
(RAZUL) 1639           receives (KMET) 524             and sends to (ANOPTICHTYS) 1006
(RAZUL) 1640                       does not trade
(RAZUL) 1641                       does not trade
(RAZUL) 1642           receives (KALAY) 369            and sends to (ANIAW89) 320
(RAZUL) 1643                       does not trade
(RBSN) 900                         does not trade
(RBSN) 901             receives (STILICHON) 189        and sends to (ADDEKK1) 1652
(RBSN) 902                         does not trade
(RBSN) 903                         does not trade
(RBSN) 904             receives (SIPIO) 1209           and sends to (PIECHU) 799
(RBSN) 905             receives (MZEPTER) 557          and sends to (KONTRABAS) 737
(RBSN) 946             receives (HUBERTPL) 517         and sends to (JANUSZ_WYKIDAJLO) 998
(REIGNX) 1017                      does not trade
(REIGNX) 1018                      does not trade
(REIGNX) 1019                      does not trade
(RENEG8D) 1463                     does not trade
(RENEG8D) 1471                     does not trade
(RENEG8D) 1477                     does not trade
(RENEG8D) 1479         receives (STASZEK) 976          and sends to (CORTUMPL) 577
(RENEG8D) 1481                     does not trade
(RENEGAT89) 270                    does not trade
(RENEGAT89) 271                    does not trade
(RENEGAT89) 273        receives (KASZKIET) 1358        and sends to (LOUREDPL) 453
(RENEGAT89) 274                    does not trade
(RFLA) 131                         does not trade
(RFLA) 132                         does not trade
(RHINO055) 1123                    does not trade
(RHINO055) 1127                    does not trade
(RHINO055) 1129                    does not trade
(RHINO055) 1133        receives (TRINGA) 169           and sends to (UNKNOWN0) 306
(RHINO055) 1137                    does not trade
(RHINO055) 1138        receives (ANIAW89) 321          and sends to (CASONPL) 1013
(RHINO055) 1140                    does not trade
(RHINO055) 1142                    does not trade
(RHINO055) 1152                    does not trade
(RHINO055) 1156                    does not trade
(RHINO055) 1184                    does not trade
(ROGATUSIEK) 783       receives (KLOS_X) 1288          and sends to (WOJTOLINO) 1492
(ROGATUSIEK) 784       receives (WOJTOLINO) 1492       and sends to (QBALDUS1) 1452
(ROGATUSIEK) 785       receives (SYDONIAA) 28          and sends to (MEFIUG) 863
(RUDOWLOSA) 256                    does not trade
(SARDO93) 1057                     does not trade
(SARDO93) 1058                     does not trade
(SARDO93) 1059                     does not trade
(SARDO93) 1060                     does not trade
(SARDO93) 1061                     does not trade
(SARDO93) 1062                     does not trade
(SARDO93) 1063                     does not trade
(SARDO93) 1064                     does not trade
(SHADOWA) 1364                     does not trade
(SHADOWA) 1366                     does not trade
(SHADOWA) 1367                     does not trade
(SHADOWA) 1368                     does not trade
(SHADOWA) 1369                     does not trade
(SHADOWA) 1370                     does not trade
(SHADOWA) 1371                     does not trade
(SHAKQ) 1093                       does not trade
(SHAKQ) 1095           receives (CASONPL) 1003         and sends to (RAFMIX) 512
(SHAKQ) 1096                       does not trade
(SHAKQ) 1097                       does not trade
(SHAKQ) 1098                       does not trade
(SHAKQ) 1099                       does not trade
(SHAKQ) 1100                       does not trade
(SHAKQ) 1102                       does not trade
(SILLUE) 1523                      does not trade
(SILLUE) 1524                      does not trade
(SILLUE) 1527                      does not trade
(SILLUE) 1528                      does not trade
(SILLUE) 1529          receives (ZIELAKK) 1193         and sends to (NUMERNABIS) 1275
(SILLUE) 1544                      does not trade
(SIPIO) 1204                       does not trade
(SIPIO) 1205                       does not trade
(SIPIO) 1206                       does not trade
(SIPIO) 1207                       does not trade
(SIPIO) 1208                       does not trade
(SIPIO) 1209           receives (STASZEK) 981          and sends to (RBSN) 904
(SIPIO) 1210                       does not trade
(SIPIO) 1211                       does not trade
(SKOTI) 749            receives (MZEPTER) 556          and sends to (FLAMASTER444) 386
(SKOTI) 750            receives (SKUTERUS67) 317       and sends to (JOANNAALICJA) 660
(SKUTERUS67) 307                   does not trade
(SKUTERUS67) 308                   does not trade
(SKUTERUS67) 309                   does not trade
(SKUTERUS67) 310       receives (ELBRYK) 1000          and sends to (PATRYKGALKA) 205
(SKUTERUS67) 311       receives (PATRYKGALKA) 211      and sends to (FLAMASTER444) 394
(SKUTERUS67) 313                   does not trade
(SKUTERUS67) 314                   does not trade
(SKUTERUS67) 315                   does not trade
(SKUTERUS67) 317       receives (MAMCZAR63) 995        and sends to (SKOTI) 750
(SKUTERUS67) 318                   does not trade
(SKUTERUS67) 610                   does not trade
(SPINAKER21) 739                   does not trade
(SPINAKER21) 742                   does not trade
(SPRYSIALDO) 561                   does not trade
(SPRYSIALDO) 563                   does not trade
(SPRYSIALDO) 937                   does not trade
(STACHU772) 250                    does not trade
(STALKEROI) 942                    does not trade
(STALKEROI) 943                    does not trade
(STALKEROI) 944        receives (DGRODO) 1081          and sends to (JENNY70) 507
(STALKEROI) 945                    does not trade
(STASZEK) 1048         receives (JACEKBARBER) 1120     and sends to (WOJTOLINO) 1480
(STASZEK) 1049                     does not trade
(STASZEK) 1305                     does not trade
(STASZEK) 1306         receives (JAGASTR) 1656         and sends to (PET78) 744
(STASZEK) 1653                     does not trade
(STASZEK) 976          receives (FLAMASTER444) 397     and sends to (RENEG8D) 1479
(STASZEK) 977                      does not trade
(STASZEK) 978                      does not trade
(STASZEK) 979                      does not trade
(STASZEK) 980                      does not trade
(STASZEK) 981          receives (DGRODO) 1227          and sends to (SIPIO) 1209
(STASZEK) 982                      does not trade
(STASZEK) 983                      does not trade
(STASZEK) 984                      does not trade
(STASZEK) 985                      does not trade
(STILICHON) 183                    does not trade
(STILICHON) 186        receives (WLSB) 1511            and sends to (NIDHOG) 916
(STILICHON) 189        receives (CWIKS) 1419           and sends to (RBSN) 901
(STILICHON) 194                    does not trade
(STILICHON) 196        receives (ANOPTICHTYS) 1072     and sends to (BAAKA) 653
(STILICHON) 200        receives (WINSTER) 352          and sends to (MAJZOWNIK) 831
(STONEROCK) 359        receives (PET78) 744            and sends to (ADAQ30) 621
(STONEROCK) 360        receives (KONTRABAS) 724        and sends to (SZCZEPAN89) 34
(STONEROCK) 361        receives (WARHIR) 1051          and sends to (JACEKBARBER) 1116
(STONEROCK) 362                    does not trade
(STONEROCK) 363                    does not trade
(STONEROCK) 642                    does not trade
(SYDONIAA) 1                       does not trade
(SYDONIAA) 10                      does not trade
(SYDONIAA) 11                      does not trade
(SYDONIAA) 13          receives (RAFMIX) 511           and sends to (FAKIRR) 1399
(SYDONIAA) 14                      does not trade
(SYDONIAA) 15                      does not trade
(SYDONIAA) 17                      does not trade
(SYDONIAA) 19                      does not trade
(SYDONIAA) 20                      does not trade
(SYDONIAA) 22                      does not trade
(SYDONIAA) 24          receives (TRINGA) 157           and sends to (MAAKUMAAKU) 1325
(SYDONIAA) 26          receives (PATT23R) 1216         and sends to (_SLY_) 594
(SYDONIAA) 28          receives (JACEKBARBER) 1116     and sends to (ROGATUSIEK) 785
(SYDONIAA) 29                      does not trade
(SYDONIAA) 3                       does not trade
(SYDONIAA) 30                      does not trade
(SYDONIAA) 31                      does not trade
(SYDONIAA) 32                      does not trade
(SYDONIAA) 4                       does not trade
(SYDONIAA) 6                       does not trade
(SYDONIAA) 7                       does not trade
(SYDONIAA) 8                       does not trade
(SZCZEPAN89) 33                    does not trade
(SZCZEPAN89) 34        receives (STONEROCK) 360        and sends to (KARTMAN7) 116
(SZCZEPAN89) 35                    does not trade
(SZCZEPAN89) 661                   does not trade
(SZCZEPAN89) 662                   does not trade
(SZCZEPAN89) 663                   does not trade
(SZUKASZ) 817                      does not trade
(SZUKASZ) 818                      does not trade
(SZUKASZ) 819          receives (LEINADUS) 702         and sends to (PIECHU) 801
(SZUKASZ) 820                      does not trade
(TENCZ) 771                        does not trade
(TENCZ) 772                        does not trade
(TENCZ) 773                        does not trade
(TOMAX22) 775                      does not trade
(TOMAX22) 776                      does not trade
(TOPBGG) 1340                      does not trade
(TOPBGG) 986           receives (JACEKBARBER) 1119     and sends to (APIEJH) 908
(TOPBGG) 987                       does not trade
(TOPBGG) 991                       does not trade
(TOPBGG) 992                       does not trade
(TOPBGG) 993                       does not trade
(TOPBGG) 994                       does not trade
(TRINGA) 157           receives (GINET1) 62            and sends to (SYDONIAA) 24
(TRINGA) 159                       does not trade
(TRINGA) 161           receives (FREYA2226) 877        and sends to (PROBBI) 108
(TRINGA) 166                       does not trade
(TRINGA) 168                       does not trade
(TRINGA) 169           receives (ARPAMI) 1055          and sends to (RHINO055) 1133
(TRINGA) 170                       does not trade
(TRINGA) 171                       does not trade
(TRINGA) 172                       does not trade
(TRINGA) 173                       does not trade
(TRINGA) 174                       does not trade
(TRINGA) 646           receives (ITSTHISGUYAGAIN) 525  and sends to (XENIR) 1517
(TRINGA) 647                       does not trade
(TRINGA) 648                       does not trade
(TRINGA) 649                       does not trade
(ULUSIEK) 1336         receives (CIUPAKABRA997) 543    and sends to (JOANNAALICJA) 828
(ULUSIEK) 1337                     does not trade
(ULUSIEK) 1338                     does not trade
(UNKNOWN0) 293         receives (PEPER777) 695         and sends to (RAZUL) 1631
(UNKNOWN0) 294                     does not trade
(UNKNOWN0) 295         receives (ANOPTICHTYS) 1071     and sends to (PROBBI) 110
(UNKNOWN0) 296                     does not trade
(UNKNOWN0) 297         receives (RAFMIX) 496           and sends to (JAKUBWAKIEC) 658
(UNKNOWN0) 298                     does not trade
(UNKNOWN0) 299                     does not trade
(UNKNOWN0) 300                     does not trade
(UNKNOWN0) 302         receives (WAPNIAK) 694          and sends to (BORYSX) 867
(UNKNOWN0) 303                     does not trade
(UNKNOWN0) 304         receives (GINET1) 59            and sends to (FLAMASTER444) 396
(UNKNOWN0) 305         receives (MAAKUMAAKU) 1325      and sends to (ISKRANAPROCHY) 70
(UNKNOWN0) 306         receives (RHINO055) 1133        and sends to (CWIKS) 1408
(UNKNOWN0) 774         receives (PATT23R) 1223         and sends to (COEN098) 1636
(VAGABOOOND) 1244                  does not trade
(VAGABOOOND) 570                   does not trade
(VATIER) 1339                      does not trade
(VELJAREK) 403                     does not trade
(VELJAREK) 404                     does not trade
(VELJAREK) 405                     does not trade
(VELJAREK) 406                     does not trade
(VENOSTHE) 1094                    does not trade
(VENOSTHE) 1101                    does not trade
(VENOSTHE) 381                     does not trade
(VENOSTHE) 382         receives (ADDEKK1) 1525         and sends to (CYMBRO) 1377
(VENOSTHE) 383                     does not trade
(VENOSTHE) 384                     does not trade
(VENOSTHE) 385                     does not trade
(VENOSTHE) 387                     does not trade
(VENOSTHE) 388                     does not trade
(VENOSTHE) 389                     does not trade
(VENOSTHE) 391                     does not trade
(VENOSTHE) 677                     does not trade
(VENOSTHE) 678                     does not trade
(VORONWE) 532                      does not trade
(VORONWE) 533                      does not trade
(VORONWE) 534          receives (JENNY70) 237          and sends to (ZIELAKK) 1193
(VOYDEN) 1543                      does not trade
(VOYDEN) 1545                      does not trade
(VOYDEN) 1546                      does not trade
(VOYDEN) 1547                      does not trade
(VOYDEN) 1548                      does not trade
(VOYDEN) 1549                      does not trade
(VOYDEN) 1551                      does not trade
(VOYDEN) 1552                      does not trade
(VOYDEN) 1553                      does not trade
(VOYDEN) 1554                      does not trade
(VOYDEN) 1555                      does not trade
(VOYDEN) 1556                      does not trade
(VOYDEN) 1557                      does not trade
(VOYDEN) 1558                      does not trade
(VOYDEN) 1559                      does not trade
(VOYDEN) 1560                      does not trade
(VOYDEN) 1561                      does not trade
(VOYDEN) 1564                      does not trade
(VOYDEN) 1568                      does not trade
(VOYDEN) 1569                      does not trade
(VOYDEN) 1570                      does not trade
(VOYDEN) 1574                      does not trade
(VOYDEN) 1579                      does not trade
(VOYDEN) 1580                      does not trade
(VOYDEN) 1581                      does not trade
(VOYDEN) 1582                      does not trade
(VOYDEN) 1583                      does not trade
(VOYDEN) 1584                      does not trade
(VOYDEN) 1585                      does not trade
(VOYDEN) 1586                      does not trade
(VOYDEN) 1590                      does not trade
(VOYDEN) 1591                      does not trade
(WAGNER123) 275        receives (WLSB) 1512            and sends to (RAGI74) 950
(WAGNER123) 276                    does not trade
(WAGNER123) 277                    does not trade
(WAMPIK) 620                       does not trade
(WAMPIK) 624                       does not trade
(WAMPIK) 627                       does not trade
(WAMPIK) 628                       does not trade
(WAMPIK) 631                       does not trade
(WAPNIAK) 688                      does not trade
(WAPNIAK) 689                      does not trade
(WAPNIAK) 690                      does not trade
(WAPNIAK) 692                      does not trade
(WAPNIAK) 694          receives (_SLY_) 598            and sends to (UNKNOWN0) 302
(WARENHARI) 1108                   does not trade
(WARENHARI) 1109                   does not trade
(WARENHARI) 1110                   does not trade
(WARENHARI) 1111                   does not trade
(WARENHARI) 1112       receives (GABENS29) 1388        and sends to (WOTHAN) 439
(WARENHARI) 1113                   does not trade
(WARENHARI) 1114                   does not trade
(WARHIR) 1050                      does not trade
(WARHIR) 1051          receives (KAMINOINNOCENT) 1068  and sends to (STONEROCK) 361
(WARHIR) 1052                      does not trade
(WARHIR) 1053          receives (PEPER777) 693         and sends to (FLAMASTER444) 390
(WARHIR) 1054                      does not trade
(WINSTER) 1212         receives (RAGI74) 952           and sends to (JACEKBARBER) 1119
(WINSTER) 352          receives (ISKRANAPROCHY) 68     and sends to (STILICHON) 200
(WINSTER) 354                      does not trade
(WINSTER) 357                      does not trade
(WINSTER) 358          receives (HUBERTPL) 493         and sends to (ANOPTICHTYS) 1072
(WINSTER) 807                      does not trade
(WINSTER) 808                      does not trade
(WINSTER) 809          receives (ISKRANAPROCHY) 70     and sends to (MAJZOWNIK) 832
(WINSTER) 810          receives (KONTRABAS) 736        and sends to (KLOS_X) 1288
(WINSTER) 811                      does not trade
(WINSTER) 812                      does not trade
(WINSTER) 813          receives (JAKUBWAKIEC) 664      and sends to (FORDY2) 753
(WINSTER) 814                      does not trade
(WINSTER) 815                      does not trade
(WINSTER) 816                      does not trade
(WLSB) 1474                        does not trade
(WLSB) 1508                        does not trade
(WLSB) 1511            receives (POKET) 1298           and sends to (STILICHON) 186
(WLSB) 1512            receives (ATOJEST) 332          and sends to (WAGNER123) 275
(WLSB) 1513                        does not trade
(WOJCIECHS) 1655                   does not trade
(WOJCIECHS) 1660                   does not trade
(WOJCIECHS) 1661                   does not trade
(WOJCIECHS) 1674                   does not trade
(WOJCIECHS) 666                    does not trade
(WOJCIECHS) 745        receives (ZIBIST) 843           and sends to (GINET1) 63
(WOJCIECHS) 746                    does not trade
(WOJCIECHS) 747                    does not trade
(WOJCIECHS) 748                    does not trade
(WOJTOLINO) 1464                   does not trade
(WOJTOLINO) 1468                   does not trade
(WOJTOLINO) 1469       receives (PROBBI) 108           and sends to (PANCOR) 1675
(WOJTOLINO) 1473       receives (RAZUL) 1631           and sends to (BIGOSLFC) 1343
(WOJTOLINO) 1478                   does not trade
(WOJTOLINO) 1480       receives (STASZEK) 1048         and sends to (ELBRYK) 1000
(WOJTOLINO) 1482                   does not trade
(WOJTOLINO) 1483                   does not trade
(WOJTOLINO) 1485       receives (NUMERNABIS) 1344      and sends to (PATRYKGALKA) 181
(WOJTOLINO) 1487                   does not trade
(WOJTOLINO) 1491       receives (DARKERSIDE) 1530      and sends to (GREKOL) 719
(WOJTOLINO) 1492       receives (ROGATUSIEK) 783       and sends to (ROGATUSIEK) 784
(WOJTOLINO) 1495                   does not trade
(WOJTOLINO) 1497                   does not trade
(WOJTOLINO) 1503                   does not trade
(WOTHAN) 439           receives (WARENHARI) 1112       and sends to (DARKERSIDE) 1530
(WOTHAN) 440                       does not trade
(WOTHAN) 441                       does not trade
(WOTHAN) 442                       does not trade
(WOTHAN) 756                       does not trade
(WOTHAN) 757                       does not trade
(WYLIX) 1034           receives (FLAMASTER444) 396     and sends to (PAWLIK) 448
(WYLIX) 1035                       does not trade
(XENIR) 1514                       does not trade
(XENIR) 1515           receives (CORTUMPL) 577         and sends to (MIZIO) 1433
(XENIR) 1517           receives (TRINGA) 646           and sends to (GINET1) 58
(XENIR) 1518                       does not trade
(YOSEK) 1315                       does not trade
(YOSEK) 1317                       does not trade
(ZAWATERNIOK) 325      receives (CORRAN) 1401          and sends to (DAWTA) 259
(ZIBIST) 841                       does not trade
(ZIBIST) 842                       does not trade
(ZIBIST) 843           receives (KARTMAN7) 116         and sends to (WOJCIECHS) 745
(ZIELAKK) 1141                     does not trade
(ZIELAKK) 1143                     does not trade
(ZIELAKK) 1144                     does not trade
(ZIELAKK) 1145                     does not trade
(ZIELAKK) 1146                     does not trade
(ZIELAKK) 1147                     does not trade
(ZIELAKK) 1148         receives (GINET1) 63            and sends to (CHARLIEVEGAN) 605
(ZIELAKK) 1149                     does not trade
(ZIELAKK) 1150                     does not trade
(ZIELAKK) 1151                     does not trade
(ZIELAKK) 1192                     does not trade
(ZIELAKK) 1193         receives (VORONWE) 534          and sends to (SILLUE) 1529
(ZIELAKK) 1199                     does not trade
(ZIELAKK) 1203                     does not trade
(_BARD_) 1506                      does not trade
(_BARD_) 1526                      does not trade
(_BARD_) 1531                      does not trade
(_BARD_) 1532                      does not trade
(_BARD_) 1533                      does not trade
(_BARD_) 1534                      does not trade
(_BARD_) 1535          receives (FLAMASTER444) 386     and sends to (GINET1) 59
(_BARD_) 1536                      does not trade
(_BARD_) 1537                      does not trade
(_BARD_) 1538                      does not trade
(_BARD_) 1539                      does not trade
(_BARD_) 1540                      does not trade
(_BARD_) 1542                      does not trade
(_SLY_) 593                        does not trade
(_SLY_) 594            receives (SYDONIAA) 26          and sends to (FIZOLOF) 516
(_SLY_) 595                        does not trade
(_SLY_) 596                        does not trade
(_SLY_) 597                        does not trade
(_SLY_) 598            receives (RALFMARK) 1310        and sends to (WAPNIAK) 694
(_SLY_) 599                        does not trade

Num trades  = 323 of 1657 items (19,5%)
Total cost  = 921 (avg 2,85)
Num groups  = 6
Group sizes = 255 52 9 3 2 2
Sum squares = 67827
